date,nsa_mfg_ship_c,nsa_mfg_new_orders_c,nsa_mfg_bk_logs_c,nsa_mfg_cap_util_c,nsa_mfg_vend_lead_c,nsa_mfg_emp_c,nsa_mfg_workwk_c,nsa_mfg_wage_c,nsa_mfg_fd_gds_inv_c,nsa_mfg_raw_mats_inv_c,nsa_mfg_pct_chg_prcs_recd_c,nsa_mfg_pct_chg_prcs_pd_c,sa_mfg_composite,sa_mfg_ship_c,sa_mfg_new_orders_c,sa_mfg_bk_logs_c,sa_mfg_cap_util_c,sa_mfg_vend_lead_c,sa_mfg_emp_c,sa_mfg_workwk_c,sa_mfg_wage_c,sa_mfg_fd_gds_inv_c,sa_mfg_raw_mats_inv_c,sa_mfg_pct_chg_prcs_recd_c,sa_mfg_pct_chg_prcs_pd_c,nsa_mfg_ship_e,nsa_mfg_new_orders_e,nsa_mfg_bk_logs_e,nsa_mfg_cap_util_e,nsa_mfg_vend_lead_e,nsa_mfg_emp_e,nsa_mfg_workwk_e,nsa_mfg_wage_e,nsa_mfg_capital_expnd_e,nsa_mfg_pct_chg_prcs_recd_e,nsa_mfg_pct_chg_prcs_pd_e,sa_mfg_ship_e,sa_mfg_new_orders_e,sa_mfg_bk_logs_e,sa_mfg_cap_util_e,sa_mfg_vend_lead_e,sa_mfg_emp_e,sa_mfg_workwk_e,sa_mfg_wage_e,sa_mfg_capital_expnd_e,sa_mfg_pct_chg_prcs_recd_e,sa_mfg_pct_chg_prcs_pd_e,sa_mfg_local_bus_cond_c,sa_mfg_nec_skls_avail_e,sa_mfg_local_bus_cond_e,sa_mfg_nec_skls_avail_c,sa_mfg_equip_sftw_expnd_e,sa_mfg_bus_svcs_expnd_e,sa_mfg_equip_sftw_expnd_c,sa_mfg_capital_expnd_c,sa_mfg_bus_svcs_expnd_c,sa_mfg_fd_gds_inv_e,sa_mfg_raw_mats_inv_e,nsa_mfg_nec_skls_avail_e,nsa_mfg_equip_sftw_expnd_e,nsa_mfg_bus_svcs_expnd_e,nsa_mfg_local_bus_cond_c,nsa_mfg_nec_skls_avail_c,nsa_mfg_equip_sftw_expnd_c,nsa_mfg_local_bus_cond_e,nsa_mfg_capital_expnd_c,nsa_mfg_bus_svcs_expnd_c,nsa_mfg_fd_gds_inv_e,nsa_mfg_raw_mats_inv_e
10/1/11,-3,-6,-21,-4,1,-1,1,4,21,23,1,2,-1,1,-3,-18,-3,3,0,1,6,21,22,1,2,19,19,3,13,5,8,-1,19,12,2,3,26,25,7,19,8,13,3,21,15,2,3,-4,-1,19,-4,10,0,7,7,-4,7,8,-1,8,-2,-7,-4,6,14,5,-5,9,9
11/1/11,-3,-11,-19,-12,3,1,-5,5,18,15,2,4,-2,-1,-6,-13,-5,5,1,-2,8,15,15,2,5,27,28,11,24,3,16,2,28,18,2,3,29,31,12,27,3,20,5,23,18,2,3,-6,4,28,-1,17,3,10,1,-4,3,2,4,19,3,-7,-2,12,27,2,-4,4,2
12/1/11,-13,-11,-11,-12,1,-10,-3,3,20,15,1,1,-5,-5,-5,-10,-6,4,-6,-1,7,19,13,1,2,27,24,9,21,4,12,10,26,10,2,3,26,23,7,22,2,15,12,21,9,2,2,-4,3,24,-5,16,5,11,6,-1,9,6,3,15,4,-8,-4,9,22,2,-3,9,6
1/1/12,-6,-1,-10,-9,2,-4,-11,10,10,18,0,2,7,6,10,-2,-1,3,3,-3,9,11,18,0,2,44,45,25,33,12,20,11,30,12,2,2,39,39,21,30,12,21,9,23,12,1,2,6,1,41,2,16,4,5,-2,0,6,10,2,17,5,3,2,3,42,-3,-3,5,10
2/1/12,11,11,-6,2,8,3,2,6,13,13,1,4,7,8,8,-8,5,6,4,4,7,13,16,1,3,40,41,17,37,13,26,18,32,23,1,2,30,33,13,29,10,20,10,23,17,0,2,11,0,32,-1,17,4,13,9,0,7,8,-1,21,6,13,-1,14,37,8,0,6,9
3/1/12,5,10,-2,7,8,2,-3,11,8,16,2,4,4,2,7,-5,4,9,3,0,10,8,16,1,3,32,35,13,28,10,13,14,24,16,2,3,26,30,12,23,8,13,10,22,15,2,3,10,0,28,5,11,3,7,9,-2,6,9,0,10,5,13,5,5,32,8,-2,3,8
4/1/12,24,17,5,15,9,7,5,14,12,17,3,4,12,17,10,0,12,6,7,2,10,12,17,3,3,35,35,19,29,11,24,15,23,19,3,4,31,31,14,24,8,19,9,22,16,2,4,22,6,36,-7,19,9,11,12,5,8,6,6,21,9,23,-8,12,39,13,6,7,6
5/1/12,10,13,-4,14,6,18,16,9,8,19,1,2,7,4,5,-10,6,4,15,12,8,9,21,1,2,39,37,16,25,7,23,12,25,16,2,4,34,32,14,21,5,17,8,24,16,2,3,14,2,32,-4,15,2,13,14,-1,6,9,4,17,3,19,-3,16,38,18,1,4,8
6/1/12,8,-1,-13,2,2,11,2,12,12,21,1,2,-1,2,-8,-15,-3,-1,6,-1,9,14,22,1,2,31,29,14,22,10,16,6,17,21,2,3,29,28,13,20,9,13,6,20,19,2,3,-2,-1,27,-6,10,2,5,10,0,7,11,-1,11,4,2,-5,7,29,11,1,5,12
7/1/12,-14,-17,-21,-10,-2,5,2,13,19,22,1,1,-7,-10,-12,-16,-10,-2,3,-2,9,19,22,1,2,13,13,0,4,0,8,1,13,17,2,2,19,19,5,9,3,9,1,21,20,2,2,-9,3,19,1,14,0,17,16,-1,7,7,0,11,-3,-15,0,18,15,18,-1,8,7
8/1/12,-3,-16,-23,-9,-4,-1,-7,3,16,25,1,2,-6,0,-12,-21,-7,-3,-3,-10,6,16,24,1,2,8,8,-3,9,2,3,2,9,7,2,3,17,16,5,15,4,9,8,19,11,3,4,-4,0,18,-5,7,-3,4,8,-2,6,7,-3,3,-5,-8,-5,3,12,7,-4,8,7
9/1/12,14,8,-7,8,-3,3,2,5,16,18,-0,1,5,7,6,-9,3,-1,0,-1,7,15,16,0,1,8,14,9,10,5,0,-3,13,-5,-0,1,16,21,11,17,8,4,6,19,-1,-0,1,3,3,20,-3,2,-7,4,3,-1,4,4,2,0,-8,7,-3,4,13,4,-1,5,4
10/1/12,-9,-9,-11,-4,-6,-2,3,7,15,23,2,4,-1,-1,-2,-5,1,-3,0,5,10,14,21,2,4,12,13,0,10,3,2,4,23,-1,1,2,19,20,6,16,6,7,9,25,2,1,2,-5,3,23,-4,3,-4,3,1,-6,7,7,4,2,-7,-10,-3,2,16,-2,-6,10,8
11/1/12,5,0,-18,-10,-3,3,-4,4,18,19,1,2,1,1,0,-14,-6,-3,2,-2,7,16,19,1,2,20,19,13,9,7,-3,4,31,7,1,1,23,20,13,13,6,2,6,26,7,1,1,-3,-1,19,-2,6,-1,9,7,-2,6,7,-2,7,-2,-4,-3,10,17,9,-1,6,6
12/1/12,-10,-7,-17,-9,0,-8,-7,5,12,25,2,2,1,3,1,-16,-3,4,-3,-5,9,11,23,3,2,22,18,5,8,0,-1,-3,28,11,1,2,21,19,4,10,0,3,1,23,10,1,2,-4,1,22,-4,7,-2,4,2,-6,5,9,0,5,-4,-11,-4,1,19,-3,-9,6,10
1/1/13,-26,-29,-26,-31,-5,-13,-16,12,21,24,1,3,-14,-16,-18,-19,-23,-2,-5,-9,11,21,24,1,2,23,26,11,13,5,0,3,30,9,2,2,18,20,7,9,5,0,0,21,8,1,3,-22,-2,16,-5,6,-3,2,0,-9,6,3,1,8,1,-25,-5,1,19,0,-13,4,3
2/1/13,8,0,-11,7,-1,-1,-8,11,13,14,1,2,2,7,-3,-15,7,-1,3,-1,10,13,17,1,2,37,36,15,25,7,10,10,35,12,2,3,28,28,13,16,5,5,3,26,11,2,3,1,1,24,-4,5,-3,5,13,3,6,6,0,7,-2,2,-2,4,31,9,1,5,4
3/1/13,8,-4,-13,-1,-2,6,5,6,12,23,1,2,2,6,-5,-16,-4,-2,8,10,6,13,22,1,1,35,34,12,27,4,13,16,27,15,1,2,25,24,8,18,0,10,11,24,13,1,2,1,2,26,-2,10,2,6,9,-1,7,7,3,11,4,3,-2,4,32,8,1,4,6
4/1/13,4,0,-10,-13,3,0,0,15,12,20,1,1,-7,-5,-13,-18,-18,0,-2,-4,10,14,19,1,0,32,31,17,24,5,8,7,31,12,1,2,27,27,12,18,3,1,0,31,6,1,2,-12,-1,23,0,1,-2,-2,0,-11,3,7,1,5,-1,-7,-1,0,29,1,-8,2,6
5/1/13,16,4,-6,6,6,3,2,8,6,6,-1,0,-3,4,-8,-16,-7,-1,-3,-5,5,10,8,-1,1,34,35,17,27,10,13,12,23,12,2,5,26,27,11,19,7,4,6,21,10,2,4,-3,1,25,0,3,2,6,6,0,5,2,4,7,5,10,1,11,35,16,4,2,2
6/1/13,19,16,0,7,5,7,14,14,5,9,1,1,6,9,6,-1,-2,1,1,8,11,7,10,1,2,26,23,5,19,4,16,5,21,13,1,2,26,26,6,20,2,12,5,27,12,1,2,8,3,28,2,6,3,11,11,3,2,2,4,6,6,15,2,15,28,13,6,1,4
7/1/13,-8,-10,-21,-4,3,3,9,11,14,12,1,1,-1,-2,-2,-15,-2,2,0,4,7,13,14,1,1,18,17,1,11,5,6,6,12,11,1,2,27,26,7,18,8,7,6,23,15,1,2,4,4,24,-1,8,3,7,13,1,7,2,1,3,1,-3,-2,8,19,15,2,9,4
8/1/13,7,6,-11,-3,-3,7,9,10,12,15,1,1,8,12,7,-10,0,-1,4,4,13,10,11,1,1,21,21,3,12,5,3,3,15,12,1,2,34,31,11,21,8,12,11,29,17,1,2,5,6,32,-1,15,6,13,15,6,3,3,3,8,1,1,-1,9,24,13,3,6,1
9/1/13,3,6,-6,5,-2,0,0,11,14,15,1,2,1,-2,6,-7,-1,-1,-3,-1,14,12,14,1,2,26,25,12,18,0,12,-4,16,21,1,2,36,34,14,25,4,18,6,24,24,1,2,2,1,35,3,18,10,16,19,5,5,7,-1,18,10,6,2,17,25,20,6,6,8
10/1/13,-7,-5,-23,-7,6,3,-1,6,14,16,1,1,2,0,1,-18,-2,10,5,-1,9,12,14,1,2,21,16,4,9,2,6,0,19,20,1,2,30,24,12,17,6,12,5,22,26,1,2,0,5,29,0,15,9,9,11,0,7,3,4,14,5,-5,1,8,21,8,0,9,4
11/1/13,13,8,-10,-7,4,5,7,9,16,11,1,1,10,14,11,-5,-1,6,5,9,13,12,10,1,2,32,28,8,18,1,12,-1,36,25,1,2,36,32,10,23,4,15,3,29,24,1,2,13,3,32,0,17,9,8,9,1,10,9,3,16,8,11,-2,9,29,11,1,13,9
12/1/13,1,3,-10,0,-4,7,3,6,11,13,1,1,13,15,12,-7,9,0,13,7,11,11,12,1,1,35,35,20,25,8,13,6,38,10,1,2,28,30,16,27,4,20,10,31,6,1,2,3,2,38,-5,11,9,11,20,5,5,6,0,12,5,-6,-4,9,38,16,3,3,6
1/1/14,-2,-1,-9,0,-1,-3,-2,13,8,5,1,2,6,5,8,-4,5,1,5,4,12,10,7,1,2,36,35,20,30,3,12,12,35,24,1,2,29,27,13,24,2,11,8,25,21,1,2,3,3,27,-3,14,7,16,17,0,4,5,6,18,12,1,-3,15,32,17,-4,3,4
2/1/14,-2,-2,-3,-9,2,-4,-9,15,13,13,1,2,-3,-4,-5,-8,-7,2,0,0,14,14,16,1,1,29,26,7,24,7,18,11,38,14,1,2,19,18,4,15,4,11,4,29,13,1,2,-3,1,17,-5,9,0,7,10,-2,4,6,1,11,2,-2,-1,4,25,4,-4,2,5
3/1/14,-3,-4,-9,-8,8,-2,-2,12,12,10,1,1,-3,-3,-4,-14,-11,9,0,1,13,13,9,0,1,39,36,15,34,9,19,13,31,18,1,2,29,28,10,26,6,15,7,28,16,1,2,0,2,36,-6,12,9,15,14,4,-1,6,2,13,10,-1,-7,11,41,13,6,-2,5
4/1/14,16,19,1,3,9,4,6,12,16,9,1,1,6,7,8,-4,0,8,3,3,8,18,10,1,1,31,27,10,23,9,21,14,27,20,1,2,26,23,6,18,7,16,9,26,17,1,2,3,6,25,0,13,7,12,11,4,2,1,7,16,8,7,-1,13,31,12,4,2,1
5/1/14,17,15,8,10,9,16,9,23,12,9,1,2,7,8,4,-1,1,5,11,4,21,14,9,1,2,30,32,12,29,11,22,12,28,22,1,2,26,28,8,26,9,17,9,29,21,1,2,12,4,33,-2,19,8,15,15,11,7,4,6,19,9,23,-1,17,39,22,14,4,3
6/1/14,10,11,-2,15,4,10,10,15,4,13,1,1,6,3,7,-1,9,2,7,6,12,6,15,1,2,25,28,15,20,10,17,10,23,21,1,2,27,33,17,21,10,15,9,28,21,1,2,8,4,30,-3,16,9,13,13,5,4,0,5,16,10,11,-3,16,28,13,8,4,2
7/1/14,0,-1,-3,6,12,16,9,19,13,21,1,2,5,3,3,-2,4,10,12,3,16,11,23,1,2,28,26,8,24,4,18,9,14,16,1,2,37,34,16,31,7,19,10,24,23,1,2,4,0,35,-3,16,7,14,13,4,6,7,-2,12,6,0,-5,16,31,15,6,6,9
8/1/14,5,9,11,13,12,14,11,9,16,18,1,1,11,11,11,14,15,11,11,8,11,14,16,1,2,30,36,19,23,5,11,3,16,24,1,2,38,40,22,27,5,17,9,26,26,1,2,15,2,40,-3,19,8,15,13,6,7,7,0,15,6,13,-4,11,35,11,3,10,7
9/1/14,15,17,9,19,7,20,14,8,25,21,1,2,16,14,18,10,17,8,17,13,10,21,18,1,2,29,27,7,19,8,13,-1,26,29,1,2,38,35,11,26,11,19,6,31,31,1,2,17,0,30,-3,19,8,24,29,8,9,8,-1,19,8,19,-3,26,21,30,8,10,9
10/1/14,14,15,0,11,8,13,9,8,16,20,1,2,21,20,24,5,17,10,16,12,11,15,18,1,2,33,30,10,21,-4,12,4,23,24,1,2,41,37,16,26,-1,17,9,26,29,2,2,15,0,35,-4,16,12,19,20,6,5,6,-2,15,8,9,-4,18,26,18,6,8,6
11/1/14,2,0,-6,6,6,11,4,11,23,22,1,1,4,2,2,-2,9,7,10,4,14,19,20,1,2,32,33,11,17,0,19,5,30,20,1,2,37,38,14,25,4,23,10,24,20,1,2,3,3,40,-3,15,8,15,24,10,3,4,2,14,5,1,-5,17,35,27,10,5,4
12/1/14,-5,-2,-7,-10,0,6,1,3,21,21,1,1,6,4,5,-6,-2,3,9,3,7,21,21,0,1,40,36,16,32,3,20,4,34,30,1,1,36,33,14,33,2,24,7,28,27,1,1,7,2,37,0,25,6,17,21,9,7,5,1,27,4,2,0,15,37,17,8,5,5
1/1/15,-1,-5,-13,-2,2,-3,-2,5,22,21,1,1,3,6,0,-11,1,4,4,3,4,23,22,1,1,35,36,19,28,5,17,14,39,36,1,1,29,30,13,23,4,16,10,29,32,1,1,6,4,41,0,20,13,17,22,9,12,10,7,23,17,5,0,17,45,22,6,10,8
2/1/15,-1,-2,-6,-7,2,0,-11,10,20,14,0,1,-2,-3,-5,-11,-6,2,4,-3,9,22,17,0,0,41,34,16,33,7,18,16,34,29,1,1,32,26,14,26,6,12,12,27,28,1,1,-7,5,39,6,26,16,19,17,2,9,11,6,27,18,-7,9,15,45,11,-1,8,9
3/1/15,-11,-9,-9,-4,-6,3,-8,8,24,24,0,1,-3,-6,-5,-9,-5,-3,5,-4,8,26,23,0,1,46,44,19,31,7,24,13,34,33,1,2,35,34,15,23,5,20,7,32,31,1,2,-6,4,35,-2,27,9,10,14,4,12,8,5,28,11,-11,-1,7,41,12,5,12,8
4/1/15,6,3,0,-1,-1,7,7,14,19,19,1,1,-7,-10,-13,-8,-9,-2,6,1,11,22,21,1,1,44,37,24,31,9,21,18,30,29,1,1,42,36,22,27,9,17,14,30,28,1,1,-4,1,41,-1,24,14,24,24,12,13,15,1,26,15,3,-3,25,45,24,12,12,13
5/1/15,9,10,-1,16,10,10,9,21,18,21,0,1,3,1,3,-5,9,6,6,6,18,22,22,0,1,42,41,21,32,9,25,17,33,28,1,1,38,37,17,29,7,23,15,35,28,1,1,5,2,40,-5,19,11,15,17,6,15,9,3,18,12,15,-4,16,44,23,8,12,10
6/1/15,9,17,8,14,9,10,10,20,27,22,1,1,10,6,15,10,12,8,7,6,16,27,23,1,1,39,35,13,31,1,19,14,27,26,1,1,45,42,18,35,2,20,14,33,26,1,1,12,3,42,-3,24,10,19,18,2,10,2,5,22,11,15,-2,22,40,18,6,10,4
7/1/15,9,10,5,9,5,5,6,18,25,16,0,1,7,7,12,4,5,2,1,1,15,23,20,1,2,34,34,17,22,7,22,3,19,28,1,1,42,40,21,28,9,21,4,29,34,1,1,9,-2,42,-5,23,17,16,21,9,6,2,-4,20,17,8,-7,19,39,23,12,6,3
8/1/15,-5,0,-14,-4,6,5,8,13,25,26,1,1,3,3,4,-13,0,5,1,4,15,21,22,1,0,28,29,16,27,4,13,7,23,26,1,1,37,36,19,30,5,20,12,33,29,1,1,6,-3,32,-5,20,11,21,19,6,11,14,-5,15,8,1,-6,17,25,17,1,16,14
9/1/15,0,-6,-19,-10,5,9,-6,13,23,23,0,0,-1,-2,-5,-16,-11,3,6,-7,16,19,21,0,1,38,33,16,23,6,22,8,34,27,1,1,44,40,19,29,7,25,13,39,29,1,1,-6,3,44,-4,20,19,19,16,10,9,9,3,21,21,-4,-4,22,38,16,10,11,11
10/1/15,-3,0,-11,-15,-3,3,-3,14,26,28,-0,0,4,1,4,-9,-8,-2,6,-1,16,24,24,0,1,34,38,15,22,2,14,7,33,20,0,1,41,43,20,28,4,19,13,36,24,0,1,3,-3,44,0,20,16,14,13,7,7,8,-7,19,12,-2,-1,12,36,12,7,7,7
11/1/15,0,-6,-19,-3,-1,1,-3,3,23,29,0,1,1,1,0,-12,0,0,2,0,6,22,26,0,1,19,25,20,18,-4,9,7,28,9,1,1,27,32,23,25,0,14,13,21,7,1,1,-1,-5,35,-4,3,8,1,1,6,6,9,-7,2,3,-7,-7,4,26,6,4,10,9
12/1/15,-9,1,-4,-6,-1,7,4,11,27,24,0,1,5,-1,7,-2,1,4,9,4,15,27,24,0,1,27,26,14,19,8,15,4,30,26,1,2,22,23,14,21,7,17,8,22,25,1,2,-6,-1,31,-6,17,11,19,14,7,11,8,-1,19,9,-8,-5,17,32,11,7,9,8
1/1/16,-14,-4,-3,-6,1,1,0,19,23,21,1,1,3,-5,4,4,-2,3,11,8,19,26,24,0,0,38,34,19,32,10,23,19,43,24,1,1,27,23,10,26,7,20,14,30,17,1,1,-10,-12,28,-8,10,4,16,19,8,3,7,-7,15,10,-12,-8,17,37,19,7,1,5
2/1/16,-13,-9,-13,-12,5,2,-6,11,20,33,0,0,-9,-16,-12,-17,-9,3,4,-3,13,22,35,-0,-1,38,35,17,23,6,23,10,33,27,1,1,27,28,14,15,4,15,3,24,19,-0,0,-12,-2,23,-9,15,6,13,17,6,12,12,-1,21,11,-12,-6,10,29,12,3,11,12
3/1/16,20,16,-1,15,1,7,10,17,18,21,1,1,16,22,16,-3,12,5,7,11,18,19,19,1,1,46,53,23,32,6,22,14,28,16,1,1,33,42,19,23,2,16,8,25,16,1,1,6,-1,19,0,9,6,18,17,9,8,7,1,11,8,1,2,15,27,15,10,9,7
4/1/16,24,26,15,15,6,8,10,19,14,15,1,1,7,8,7,9,8,6,7,8,14,16,17,0,1,27,27,13,17,5,14,7,28,24,1,1,23,23,10,10,5,10,2,27,20,1,1,-1,-3,23,0,15,1,15,14,4,7,6,-4,17,2,11,-2,17,31,15,5,5,5
5/1/16,1,6,-7,4,10,9,10,18,15,23,1,1,2,0,3,-8,-2,6,4,8,14,18,24,1,1,30,28,14,18,4,9,9,24,10,1,1,28,26,13,17,4,7,5,29,10,1,2,-11,-8,15,-2,7,2,11,2,2,1,5,-8,4,1,-4,0,10,19,9,5,-1,7
6/1/16,1,-7,-13,-3,5,2,1,19,24,25,1,1,-7,-8,-11,-13,-7,4,1,-4,16,23,26,1,1,8,10,0,4,4,1,-6,24,14,1,1,18,20,3,10,5,2,-5,31,18,1,1,-6,-12,21,-6,11,6,4,11,4,9,9,-9,9,8,-1,-6,8,17,12,9,10,11
7/1/16,8,8,-3,5,12,9,5,18,17,24,1,1,6,5,7,-5,1,8,5,2,16,15,26,1,1,12,19,5,8,1,7,0,30,14,0,1,20,22,8,16,3,7,1,39,20,1,1,-2,0,16,3,21,8,20,20,8,5,12,-1,18,7,0,1,23,12,21,11,4,13
8/1/16,-17,-21,-22,-19,5,9,1,20,25,29,0,2,-5,-4,-12,-17,-10,3,4,-1,21,23,26,0,2,32,26,13,24,8,8,9,28,12,1,1,40,31,16,25,8,15,14,36,14,1,1,-7,6,29,-2,14,4,6,9,2,0,7,7,10,1,-14,-3,1,24,5,-3,4,7
9/1/16,1,-7,-16,-5,5,-8,1,11,21,26,-0,1,-7,-4,-7,-15,-8,1,-10,-1,13,18,23,0,1,20,24,9,16,5,-1,1,25,12,1,1,27,31,12,21,4,2,4,29,14,1,1,-8,-6,30,-11,14,-6,-2,4,-2,1,7,-8,14,-6,-7,-11,1,23,5,-3,2,7
10/1/16,0,-11,-15,-9,4,3,-4,16,20,24,2,1,2,7,-5,-12,-1,5,7,-1,17,18,22,2,1,30,24,14,21,8,14,2,28,16,1,2,35,30,18,26,8,18,7,31,20,1,1,-1,-7,29,-9,12,6,21,17,1,9,12,-11,11,1,-9,-11,19,21,17,-1,9,12
11/1/16,2,2,-18,-4,3,4,2,12,22,24,1,1,3,1,5,-13,0,3,3,3,13,22,24,1,1,38,36,15,24,2,13,2,31,27,2,2,43,41,19,30,4,16,7,24,25,2,2,1,-4,37,-3,21,11,14,16,2,7,9,-4,21,8,-1,-4,18,32,20,1,7,8
12/1/16,5,7,6,3,5,-4,10,13,11,26,1,2,7,10,12,6,7,8,-3,11,16,10,25,1,2,48,48,23,38,12,21,10,41,23,2,2,47,48,24,39,13,22,15,35,21,2,2,11,-2,46,-6,13,16,5,10,2,4,9,-3,15,14,9,-7,4,46,9,3,3,8
1/1/17,3,6,1,2,2,0,-1,12,8,14,1,2,13,16,15,8,7,5,7,6,11,11,16,1,2,54,51,30,41,12,28,15,42,31,2,2,47,45,26,38,11,26,11,34,27,2,2,17,2,36,-2,28,9,14,12,6,4,7,4,31,11,12,-2,15,42,11,6,3,6
2/1/17,19,25,14,13,7,5,8,17,10,19,2,3,15,16,20,9,10,9,7,12,19,11,21,2,2,60,58,25,50,10,31,21,42,36,2,3,52,52,24,44,9,28,18,37,35,2,3,20,4,42,-1,25,13,10,13,11,2,4,6,26,15,22,3,7,48,9,7,1,3
3/1/17,15,24,15,20,7,18,16,20,20,23,1,3,18,14,22,12,15,9,18,17,20,22,22,1,3,53,55,31,44,14,31,20,43,18,1,1,40,42,25,33,10,25,13,40,17,1,1,21,-6,36,-9,15,5,14,18,1,7,8,-5,17,9,19,-7,12,43,16,3,8,8
4/1/17,36,41,11,24,5,6,12,24,15,22,2,2,19,21,27,6,16,6,6,9,20,16,24,2,2,46,49,26,46,5,29,18,36,28,2,1,44,47,24,42,6,26,14,37,26,2,1,22,-8,37,-12,22,8,11,10,2,5,10,-10,23,10,32,-13,14,43,12,3,5,10
5/1/17,2,6,-10,0,11,11,3,26,11,15,2,1,5,2,5,-11,-2,9,8,2,22,12,16,1,1,43,40,24,33,6,24,13,31,33,1,1,41,41,23,32,8,24,11,35,32,1,1,8,-5,44,-11,25,14,11,11,4,10,10,-3,23,14,11,-9,9,46,15,5,8,12
6/1/17,20,15,-5,9,8,7,3,13,18,18,1,2,12,13,14,-4,7,8,7,1,11,18,18,1,2,35,38,26,32,7,30,17,31,25,1,1,42,43,27,35,7,30,17,37,27,2,2,6,-1,33,-4,23,10,15,16,9,6,8,0,22,10,9,-4,17,30,17,13,7,9
7/1/17,12,17,13,13,10,13,12,20,18,17,1,2,12,10,16,8,10,9,10,8,19,16,18,1,2,42,44,31,32,5,32,17,31,28,1,1,48,48,31,37,8,33,17,38,33,1,1,11,4,42,-1,28,16,15,14,9,5,6,3,26,15,12,-3,16,39,14,11,4,7
8/1/17,2,12,7,7,7,21,13,18,17,22,1,2,14,9,16,9,13,5,16,9,17,16,19,2,3,38,36,16,33,9,25,12,27,28,1,1,46,41,20,35,7,30,15,34,30,2,2,10,0,44,-2,24,19,13,18,5,9,11,1,21,18,6,-2,11,41,17,2,11,10
9/1/17,25,19,6,17,16,18,15,15,21,28,3,3,18,21,17,6,16,10,17,13,17,18,26,3,3,37,36,17,30,6,28,17,29,16,2,2,43,41,18,34,3,30,19,32,18,2,2,18,-1,37,-4,15,15,9,15,9,10,12,-1,16,15,19,-3,12,31,17,7,10,12
10/1/17,3,9,0,-1,16,9,4,22,16,24,1,2,15,15,17,5,7,16,12,8,23,16,22,1,2,42,39,21,33,12,20,8,31,25,2,2,45,41,26,37,11,23,12,33,28,2,2,16,0,41,-5,22,10,14,17,6,4,5,-4,21,5,7,-7,11,35,16,3,4,6
11/1/17,33,32,17,16,17,17,15,17,11,22,2,3,27,28,32,18,16,17,18,14,19,12,22,2,2,38,35,14,26,7,21,1,42,33,2,2,44,41,17,32,8,24,6,37,32,1,2,32,4,43,1,27,20,19,20,8,5,6,3,26,18,30,0,23,35,24,7,6,5
12/1/17,15,11,-3,9,3,15,8,17,16,24,2,2,21,25,21,2,14,7,17,11,20,16,23,2,2,48,47,24,36,9,25,7,49,37,2,2,46,45,25,37,11,24,11,42,36,2,3,29,5,39,1,27,17,22,24,12,4,3,5,29,14,26,0,21,39,22,12,5,4
1/1/18,5,10,2,8,15,3,-2,23,14,12,2,3,18,20,21,10,15,19,10,5,24,18,15,1,2,53,44,31,37,15,24,14,44,35,2,3,45,39,26,34,15,22,10,36,30,2,3,18,-9,39,-9,27,14,23,21,6,9,6,-7,31,17,11,-9,23,44,18,8,8,6
2/1/18,30,30,20,28,17,18,19,22,14,20,2,3,22,24,21,14,23,21,22,22,24,15,22,2,3,55,48,28,42,14,29,13,45,39,2,3,45,40,26,33,15,26,11,39,38,2,3,22,-10,36,-18,26,5,27,27,12,5,5,-7,27,9,26,-11,22,43,22,8,4,4
3/1/18,16,20,15,19,14,11,11,22,4,19,2,3,12,13,13,8,11,16,10,11,21,4,16,2,3,65,57,39,47,27,37,25,45,40,2,3,51,44,33,38,22,32,18,43,38,2,3,6,-4,40,-7,25,20,18,18,15,3,8,-4,25,24,6,-5,14,49,16,17,3,7
4/1/18,13,16,8,11,17,14,14,32,11,14,1,2,3,-4,1,4,0,17,14,13,27,11,18,1,3,43,39,17,31,13,38,17,46,34,2,3,38,35,12,23,14,33,10,46,30,2,3,0,-10,31,-9,16,17,20,29,13,5,10,-14,17,19,11,-11,22,39,31,15,6,10
5/1/18,21,23,10,24,22,23,16,32,5,16,2,3,18,18,19,9,20,20,18,13,27,5,16,2,4,44,37,19,35,16,30,12,37,24,2,2,43,38,20,36,18,29,11,43,24,2,3,14,-4,28,-5,19,7,25,21,10,2,10,-1,16,9,18,-3,24,32,24,12,0,13
6/1/18,23,23,18,19,20,24,15,32,1,19,2,4,21,17,21,18,20,19,25,14,30,1,18,2,4,40,40,25,34,23,33,12,33,29,2,2,47,44,24,37,22,34,12,41,31,2,2,9,-6,37,-14,20,8,17,26,3,4,9,-4,19,8,15,-15,19,35,28,5,4,11
7/1/18,16,22,10,12,20,27,14,25,10,18,2,4,22,18,24,9,12,20,23,13,25,9,19,2,4,36,34,22,34,18,26,16,36,25,2,3,42,36,24,39,20,27,16,44,30,2,3,18,-10,31,-14,15,0,21,27,7,4,8,-11,13,-3,18,-17,21,28,25,9,4,8
8/1/18,16,20,12,15,36,29,19,27,5,17,1,3,22,19,23,13,19,33,26,16,27,5,16,2,3,36,35,17,36,24,25,10,38,36,3,4,43,39,19,37,21,30,13,42,37,3,4,14,-11,28,-17,32,16,17,21,11,-3,2,-9,30,14,10,-18,16,24,20,9,-1,0
